Text Description,Participant ID,Playlist ID,Video ID,Segment Name,CMA,Valence,Arousal
"sad, slightly sad. Yes, there was a lady. Some people came, she took them on a tour of the slum, maybe they came for the project, and they were making a video. Then they meet a girl, ask her some questions, and later they sing a song. no it feel like we are a part of the scene, i would feel children are standing around me sometimes it also felt like they are looking up to you, because they are short and then- yes you can look around. ",23,3,3,HappyLand,LVLA,4,3
"I was excited, it was adventurous. I was not scared at all. I felt like I enjoyed this video overall. The music was good, I liked the video.",23,3,4,Speedflying,HVHA,5,4
"This video was very good, happy emotions were there. I like beaches very much. starting it was very good and end was very good, but in the between when we are near the bar counter it was not good as in it normal.  yeah so it felt like i went to a tour company, so that i can book my tour, they gave me vr set and they are making me experience that this is all you can do if you go on this trip. And at the end I realised it was the end of the video. ",23,3,5,InstantCaribbean,HVLA,5,4
"It was interesting video. POV, it felt like I am looking from above in this, in some places from above, in some places, it feels like a first-person perspective.  it feels like i am a part of a movie scene. Yes, they were explaining to him that someone has come to meet you, they will take you to the judge, these are your documents, read them. He receives them and does something and then in the end he run away.",23,3,6,Jailbreak,LVHA,4,3
"It was a little sad video. In the last video you're not directly seeing the adverse effects of the war in it, it's like you're in the war, action is happening right now, action has already happened here. Now you are seeing the repercussions of the war. Because even on the roof, shells are lying there. ",23,3,7,TheDisplaced,LVLA,3,3
"I felt one thing in it, I mean, it felt alright, but one thing logically seemed to me that the rope is so far, how am I hanging in the middle now? I didn't understand that thing, everything else was fine. Yeah, when I started hanging, I was thinking how can I hang in the middle because it looks very far away. In the beginning, I felt excited, ready to jump, and then I knew I had to go there, but I couldn't understand if I would hang or if it's like holding onto the rope and going there like that, but when I jumped, I realized that I think it's kind of like hanging. Or when it said that the distance is 400 feet and the rope is 200 feet, then I realized that you're going to hang, I realized a little bit, but yeah, the logic wasn't clear how we hung in the middle all of a sudden.",23,3,8,CanyonSwing,HVHA,5,4
"I was kind of sad. Yeah, it was mostly sad and sympathy. I was feeling bad. I am just kind of seeing those children in front of me . so it’s kind of more of a something is happening right in front of me so this was making me sad. I was kind of having not a good mood. I’ve not experienced this personally, neither have I met someone who had experience so everything I know is from news and documentaries. It felt stressful.",24,1,1,TheDisplaced,LVLA,2,4
"It was also emotional, not as sad as the war video where displaced children were shown but yes, there was a factor of sadness seeing the situation of those children and those people. So in this video I can see some volunteers working it gives a hope that something is happening or will happen. But in the previous video the visuals very very destructive like as I’m standing in a war struck area. I have a little bit exposure of to these slum areas where i have interacted with people who work for the upliftment of the underprivileged. The emotion I can say was, sad but with bit of hope.",24,1,2,HappyLand,LVLA,1,3
I felt kind of scary and thrilled like what is going to happen next. The video was immersive. It felt little sacry and like I was there. ,24,1,3,Jailbreak,LVHA,1,4
it was again sad and kind of a little stressful thinking about what happened to these people and families. So yes sad and stressful. The emotions were formed in first scene itself when they talked about war. yeah it was like movie like I’m watching movies on war kind of feeling. Like you feel sad in movies but you know it’s a movie.,24,1,4,Warknownonation,LVHA,1,3
"It was definitely not sad. Kind of the feeling that you get when you are doing some adventure sport or you are out on a holiday. You and your group of friends are going out for an adventure sport, you are watching somebody doing something which is very thrilling. at few time I felt  like maybe if the rope breaks at that  time i was like what is going to happen? But then it was not at all sad. It was very very litle scary. I had very little motion sickness. The time that man just started the swing, yeah, the sudden transition. Like you are just moving at a very fast pace, but only during that time.",24,1,5,CanyonSwing,HVHA,2,3
"Happy, calm. It was good, soothing. I could feel like I was in a forest or going through mountains. It was good. I felt similiar to an actual forest.",24,1,6,Redwoods,HVLA,4,2
"It was adventurous. The audio was good and natural. Like, I felt okay, so it was something real going on. So, it was kind of that kind of audio and video. It was only excitement. Like nothing sad, not like thrill. I didn't have that sense that something bad might happen, which gives you a sense of scariness.",24,1,7,Speedflying,HVHA,3,3
"Happy. It was as if I felt like going on a vacation after seeing this video. It was good, happy, calmingYes, it was good. Like there was a sudden transition from look at the sunset  to a bar  and then again to some ride . so it was good. Like keeping up the excitement.  it was good . it seem like it was an advertisement or publicity for maybe a holiday package or some cruise or something. But I felt happy after watching this video.",24,1,8,InstantCaribbean,HVLA,5,1
"I did not like it.  I just felt that I was physically present there, but not at that place. But somewhere above, just visualising everything from a top place. Like I was standing up. I just saw a few videos related to these earthquakes that recently happened. I was just, like, I saw the similarity of these cases. It felt like a documentry.",25,2,1,NepalEarthquake,LVLA,3,3
"I was just confused. What is going on? First, I was confused, like, it is some military attack or something like that. So, I was just confused. I was not able to figure out what was happening.",25,2,2,ZombieApocalypse,LVHA,1,4
"Okay. The third one was abandoned building. So, I have been to such places because I like being alone. So, I usually visit places like being and just see and look around. Okay. So, the emotion was... emotion was just, I was just curious, looking around. Curious.. No, I was just like curious, let me look around, what is there. I enjoyed teh ecperience.",25,2,3,AbandonedBuilding,LVLA,4,3
"It was funny. It felt funny. Starting was very intense, I just thought it was something like kidnapping, but then when they started acting like that it felt funny.",25,2,4,Kidnapped,LVHA,3,2
"It was a roller coaster, very uncomfortable. Yeah, to be correct, but in general also, I'm not very comfortable going on, so I mean, the similar to be in that place and I am going around. It was a negative experience. I was expecting it to be ok, for something initially, then when I saw that it is uncomfortable, but in starting I enjoyed, but then it went round and round. I felt a little nauseous.",25,2,5,MegaCoaster,HVHA,2,4
"It was good. It was very pleasant. All those emotions that I had of unpleasant experiences after watching the last video of rollercoaster, like, during I was watching this video, like, everything went away, and I was just calm. I felt positive while watching this.",25,2,6,MalaekahanaSunrise,HVLA,5,1
"I don't like puppies. I just don't. It was irritating. And angle-wise, so the angle was a little bit low, so that created more irritation.",25,2,7,PuppiesHost,HVHA,1,4
"It was good. It was good. I was just happy, looking around. Happy. The video quality was little bad. But overall it was a good video.",25,2,8,GreatOceanRoad,HVLA,4,3
"I was scared. I was terrified. Like people are fighting, it's burning everywhere. Yeah, people were running from someplace, I think there was war. Basically, like people are fighting, so I am a bit terrified. Like okay, things are not normal. The CGI graphics made it more terrifying. So yeah, there was a dance video in between. I felt a bit relaxed, but then, yeah, it was not that pleasant. No, not much, but yeah, I was—I seen people were in a plane and they were, like, trying to escape. So that was also making me more terrified. I felt like I am also a part of that war that's going on, and I am also suffering from it, basically. ",26,3,1,Warknownonation,LVHA,2,5
"It was pleasant because I like nature, and I like to be a part of that. I was relaxed in this video. Yeah, it was peaceful, the sounds of birds and all. I was just relaxed and calm. I was feeling very peaceful. I was in the woods, I was on the bridge as well, so it was all the same. It's like I am in the woods and I am enjoying the nature. ",26,3,2,Redwoods,HVLA,5,1
"I was feeling bad for people. We are very privileged, and this is also a reality that we have not seen. I have never been to slum area. But we see it's like that only like, everywhere. Like, major emotion was, like, I was feeling sad for them, and I was like, this is also life that people are living somewhere. I was thinking about them. Basically, I was experiencing the emotions of various kids, and the surroundings were also different, like somewhere like it's slum. I was feeling sad for them.",26,3,3,HappyLand,LVLA,2,2
"It was thrilling and adventurous, felt very happy, like it was a new experience for me. Yes, I want to do it after watching, then I like, okay, fine, it's good. It was like, And I'm just running and we are going to jump off the cliff. I was only excited.",26,3,4,Speedflying,HVHA,5,1
"That was very pleasant and soothing. I was feeling very happy, and like I'm in a very peaceful place. I love beaches. Yeah, it changed basically, I started feeling that rush that I'm doing some adventurous thing while on the ship, and also at the end, oh, the sunset was very pretty, pretty, I really liked it.",26,3,5,InstantCaribbean,HVLA,5,1
"I was scared and terrified. Because I saw that it's in a jail scenario and they are handling a criminal, so that's why I was feeling scared and I was looking at that person as well, that what he is doing, what he's going to do next. There was certain ancipation. I was just, like, a third person who is watching everything, it's like I am some kind of a cameraman and I'm just recording everything, what's going on.",26,3,6,Jailbreak,LVHA,1,4
"It was a story of two kids, yeah, and I was feeling like why war happens and so the emotion was I'm sad, I was sad like and what you say I was feeling bad that we are creating these scenarios. Yeah, I understood the story that there was a war, meaning attacks in their village, and when they returned, everything was so different, and they were just trying to figure out their old lifestyles. Ans then their was boy who fled with her monther, and was thinking it would be better if he was eaten by a crocodile then being dead by the army fighters. I see that how he is moving in this swamp area. I cannot feel myself walking in the swamp area or something like that, but I was just watching it like a story and a movie.",26,3,7,TheDisplaced,LVLA,2,3
"oh god, was scared of by this height as well. yeah, I felt like but again I was sitting on a chair and that, but still I felt like oh god, what will happen. I am scared of height. I'm jumping off somewhere.",26,3,8,CanyonSwing,HVHA,5,4
"unrelatable, so i don't i could not feel anything particularly. it was more or less like it's happening, it's going on, it's going on. Neutral. I can’t relate to it so it was more or less like a movie i am watching and i am just watching it, It is nothing relevant to me. yeah the kidnapper did not look, you know, kidnappers. so even a point why did not feel relatable because it was not like you know, scary, not scary but frightening. it was not that way. ",27,4,1,Kidnapped,LVHA,3,1
"it was more calming and a good experience, i could completely relate to it because that's what we do. it was more of like holiday vacation kind of experience, chilling. yeah audio has a bit more impact, i will say because initially, i could not realize it is a sunrise video until after a while i saw the sun come but, before that the audio was making all the impact and i don't know if you know, but there's a small crab in the video, that yeah that is something catchy. eah it was good, it was- i felt like i was there, i could- there was a person sitting behind as well, there was some wind, and i could not feel the wind, like could not listen the wind, but i could listen the waves the sound of ocean and all.",27,4,2,MalaekahanaSunrise,HVLA,5,4
"same as first one, i could not relatable and not panicky, it should be a panic situation but i could not feel panic throughout. secondly the audio was not clear what they were talking, it was something random and someone saying something else, someone saying something to there was no coordination or nothing, trying to make a panic situation. initially it looked like there's a war kind of thing happening because they were suiting up and they were- someone was saying no, one guy in a black suit like a raw agent or some kind of agent is there, that made that thing but it was not like zombie, i could not relate to zombie thing until zombies came and zombies were even not as scary and active, they were very slow, no one was running behind anyone, no nothing.",27,4,3,ZombieApocalypse,LVHA,3,1
"it was fun, playful. I like puppies in real life. yeah that's why i could relate to all of these, and the people sitting in there like happy and chilling, and it was like how you feel. yeah the only thing that i could feel was at some time the video was imbalanced you know, half half, because puppies was jumping. that did not do anything, it was more like i could not feel he’s sitting on me, felt like it was on the camera and blocking the view, it was like that. it was not that he the puppy sitting on me or near me or it was not- i could not feel that. yeah and watching people playing with them and they are happy so it is also making me happy, they are also impacting me.",27,4,4,PuppiesHost,HVHA,5,4
"this was cool, scary because if you see- I thought of it as a paragliding experience, that i am- though it's a drone shot it was meant to be that only that you are sailing or some kind of thing, i could feel that. a bit scary, I knew it was not shot in that sense but if I would have experienced it  it was scary, nervous and good scary,  exciting. no the aeroplane, it was going right, so there was someone who was going out it made a bit impact just adding in more objects which is somewhat exciting.",27,4,5,GreatOceanRoad,HVLA,4,4
"yeah could feel it completely, like this this was more or less like a state where, a state you are in like lost- yeah helpless, it could make me feel helpless and, initially i was expecting something to happen but eventually i realized it's just the same thing, and the audio- audio was not clear i could not understand much of it, but the music initial music, that's the slow music that made the impact, and it basically it was a sad- completely a sad experience. i did not feel an urge to move out because it was like if i am there, i am there because of something, so like you know it's like i need to deal with this, then only i can move out. it was like that, this is happened so i am responsible for that so i need to fix it . ",27,4,6,AbandonedBuilding,LVLA,2,3
"it was more like i’d say sad, it was not guilty or anything because natural thing, but it was like sad, a lot, overall a very emotional thing.  i won't say relatable, i’d say relatable only because i have seen- i have read about these articles such articles or ive seen some videos before like this bad destruction can happen, that way it was somewhat relatable but overall the impact that it wanted to set, the environment, sad environment and any like remorse,  it was there. i could feel all those emotions.  it was more because of the environment or the like if i see down there is debris and I am- there is someone else also standing with me, so i could relate because he is there I am also there. So the environment or the other person made me feel that i was there.",27,4,7,NepalEarthquake,LVLA,1,4
this one did not make me feel anything much because- because i have already experience it. yeah that was way better so i could not feel anything much here.,27,4,8,MegaCoaster,HVHA,3,2
"Actually, In this one I was curious, about what's happening. In the end, It was funny. They were pointing the revolver at them. Last part was funny. He was like you got the person. I was intially calm. But then in last it was little funny only the last portion when they were talking.",28,4,1,Kidnapped,LVHA,3,2
"I was very calm. I was enjoying the whole sunrise. But there was one person sitting at my back, so I was just curious or is a bit nervous. You can say, I was thinking what is going to happen with him. But at last, I feel relaxed. That nothing is going to happen. I was enjoying this. I like sitting on the beach.",28,4,2,MalaekahanaSunrise,HVLA,4,1
"I was not feeling good. I mean, I was thinking it is somewhat a terrorist attack, so my normal reaction was like nervousness, a little afraid, like why are they shooting those people? Somewhere i felt like i’m in the scene and somewhere I felt like I was in Virtual reality towards the end of the video not intially.",28,4,3,ZombieApocalypse,LVHA,2,3
"In this, I was figuring out where I am standing and like who am I. Later, I realized that I am the mat over which they are feeding and all. That person was sitting, right? So, at that point of time, I felt irritated, but otherwise, I was enjoying the puppies. I like puppies in real life. But I seeing everything from the ground so it was a bit irritating in between. I like puppies but I have never been to a place with so many puppies and i have only seen it in movies.",28,4,4,PuppiesHost,HVHA,4,1
"this was so calming, and i was even excited. yes specially i was thinking like just like i am a bird and i can see the bird eye view of australia. It was a new perspective. I was engaged in the video.",28,4,5,GreatOceanRoad,HVLA,5,1
"I was thinking why is it abandoned and then those quotes i was thinking it is somewhat a terrorist area. I was a little afraid in the initial phase, then there was that voice, yeah, after that, it subsided. Among them, those particular written scriptures, like the text on the walls of abandoned... You know, completely abandoned houses, created that feeling of fear initially. But then I got distracted by the audio.",28,4,6,AbandonedBuilding,LVLA,3,2
"I was feeling sad for the people who lost their life and houses. I have experienced an earthquake two times, so it was like familiar. I have also heard a lot about the recent earthquake, 2002 or something like that.  I was feeling like I was actually seeing those. The black background was kind of a distraction, and it made me realize that I am currently in VR. Yeah, right. I also felt a bit of a feeling of mercy. I was feeling bad for them, having to stand in such a long queue. Compared to watching them in the news, I was feeling a little sad for them. And there was also one child, one child was crying in that.",28,4,7,NepalEarthquake,LVLA,2,2
"I was not feeling good. Yeah, I do like roller coasters, but it was getting quite weird because there was round and round and all that stuff. No, it's not like that, it's like I don't do, I don't get that, but then I pretty much got used to it. It was causing a slight discomfort.",28,4,8,MegaCoaster,HVHA,3,3
"I felt a bit sad because ukraine war is going on currently as well, so we know a bit about it but we have- I personally have never seen an account from the children's perspective like how was the families individually affected so it was a bit of an eye opening experience. actually I prefer not to watch these contents because i know i feel bad about it and right now i can't do anything about it, so I sometimes feel that maybe one if i am in a position to do something about it, i would do but I cannot.  I think it was pretty much the same emotion, but like whenever I saw the i think when I saw the faces of the children I felt a bit more sad, but while the narration was going on it was pretty much constant.  I was thinking what if similiar things happen to us.",29,1,1,TheDisplaced,LVLA,3,3
"this was even sadder than the previous one because you see such slum areas everyday in india only. and again same situation like, i can't do anything about it, so i prefer not to watch or interact with this sort of things. yeah plus there are more children as well so that also made it more sad. yeah i mean i think i was very interested in looking at children, how they were you know, trying to come into the video, some were trying to avoid. So i think that was fun but- i think the previous video we had this text as well, so i was able to get more clarity as to what they are trying to focus on, this was a very- slum tour felt very generalized, i could not find any particular agenda for this. yeah yeah i mean they just said she was a volunteer then she came, she was surprised to see, that is very generic so it- just this whole video felt very generalized. okay i think it was like a movie only to me. because like as part of community work i have actually interacted with this sort of population and that feeling is very different compared to this one. ",29,1,2,HappyLand,LVLA,3,2
"I was excited, It felt like a thrilling movie. like i enjoyed the angles where we were in the scene- because most of the angles here from the perspective of a camera, from a cctv camera. i felt that is fine but like this particular scene that we are seeing right now, like he was in the jail, we could see that how the other person distracted and he quickly unlocked his- so that i feel is very nice, you never get to see those sort of scenes. but additionally also i am a bit familiar with this topic, i sort of look at such videos on youtube so it was nice.  yeah it felt like this is not a realistic situation to me. But I enjoyed the content.",29,1,3,Jailbreak,LVHA,4,3
" this one was also like a movie only to me because the pearl harbor movie is very famous, almost everybody has watched it, so this felt like a short clip from that movie only. My response was excited again. yeah because like, on screen, we have all watched movies but from a VR perspective and you know seeing that tank shot was also nice. I enjoyed watching this.  yeah i mean i did not see it much from a history perspective, i saw it from a movie perspective only so i did not attach the history component to it.",29,1,4,Warknownonation,LVHA,4,3
"It was nice exciting. yeah i was thinking more i want to do such adventurous activity in real life also. but i went to dubai recently so i did roller coasters there, they were also pretty high some of the roller coasters, so i got the similar thrill i would say. that weightlessness. a bit like when he jumped for the first time and it showed going down i think my legs- i don't know if they reacted or not but i think they reacted a bit, but then of course i realized i am still on the ground.  yeah i mean the way the person was encouraging that you have to go, that is very real, that is how it happens i guess.",29,1,5,CanyonSwing,HVHA,5,4
" initially it was- like the first five 10 seconds it was nice tall trees but after that it was boring.  i think that experience is very different, actually walking through a park and you know- i think the sounds were nice here but in reality it feels more peaceful, you feel the air, you feel the difference while breathing, i think all that makes a very huge difference.",29,1,6,Redwoods,HVLA,4,1
"yeah, i think this was the most favorite. yeah, like it made me feel like i want to do this in real life now.  yeah yeah it was nice actually nice, i looked downwards towards the birds as well, so that i could feel that i was actually in the air not just looking at the person in front, and in between you know also started to tilt like this so that was also very nice. i think this was nice, i did not- like i think there is a subconscious realization that you in vitual reality but for me it did not happen, plus i have never done anything like this, i have not not even seen videos like this before so this was like the first thing first time i’m seeing anything like this so i forgot that this is not real. yeah the music is also energetic so that also made the heartbeat faster. ",29,1,7,Speedflying,HVHA,5,4
"It was okay I think. i mean i think, again it was a bit more about nature right, we saw beaches, we saw the sea, and then we saw the water slides. that experience, it just felt artificial i would say.  i think the shot is fine, i think they can't do a better job at this but the narration was i think for the narration part you know it was an advertisement, so i think this might be a personal thing but i not i do not like that advertisement voice, i don't like the advertisement, the way they speak, they trying to sell something all the time so i think that might have made a difference.",29,1,8,InstantCaribbean,HVLA,4,3
"I did not feel much. Since this is my first VR experience, I was more focused on seeing what is happening around me. The video quality was good, it felt like i was watching with those children.",31,1,1,TheDisplaced,LVLA,5,5
"I was correlating scenarios, like the slums we see in our country vs what was shown in the video. So i kept thinking that I have seen some similar parts here and there, so I was able to correlate. And i have been involved in doing social work as well, so it did not feel bad that I cannot help them. It did not leave that much impact because I have seen such situations around me in my life experiences. ",31,1,2,HappyLand,LVLA,5,4
"I was curious for this. It was like I was watching a movie and enjoying it. I was trying to see every bit that was being shown, and I was constantly wondering how is he opening the handcuffs and all. I was anticipating the next move. It was very exciting. when he started running then i was looking around if anyone is coming to catch him or not.",31,1,3,Jailbreak,LVHA,5,4
"This was very sad, because one of my friends is in the army so i felt like he is going on war. With VR i was trying to see things very closely as well. It felt like i was there watching it",31,1,4,Warknownonation,LVHA,5,4
"This was very exciting, i like doing such activities. I was not scared at all, so I enjoed it a lot. I was feeling like someone gave me this activity to do and I was doing it.The perspective was also nice.I want to do such things in the future",31,1,5,CanyonSwing,HVHA,5,4
"I was correlating with this because I have been to forests before. I felt calm, I felt peace from within. The bird chirping and natural sounds helped me achieve that. It felt like i was in a forest",31,1,6,Redwoods,HVLA,5,4
"I was very excited for this. It felt like  I am moving with the audio, it was exciting. It felt like I was watching others fly, like watching a video. It did not feel like i was flying myself, because one person was flying in front of  the camera so i was watching him fly.",31,1,7,Speedflying,HVHA,5,4
"This was calm, soothing. It felt nice watching the sunset and all. I did not pay much attention to the narration, because i was busy watching the video",31,1,8,InstantCaribbean,HVLA,5,4
"I already had an idea about this event, so emotionally I don't think I really had much of a response to it. I just liked knowing about it, that made me interested what was happening. Being there through the camera did not add much, I was just watching it and getting more information. The narration was also clear, but it felt like a documentary. It is like a close view of what is happening. ",32,2,1,NepalEarthquake,LVLA,3,1
"I was excited at first, but it was too chaotic and I could not really grasp what was happening. I lost interest due to that. I was still attentive because I was looking at what was happening, but by the end of it i lost interest. It was chaotic mostly becuase of the way it was shot, that one zombie was taking all my attention. It felt more like a game, without any natural emotional responses",32,2,2,ZombieApocalypse,LVHA,3,1
"I was really confused as to what they wanted to show. I could get that I was in an abondoned place, but ssince i was expecting that, it did not do much. In the middle i did listen to the announcement being made, and the music was relaxing so I thought why not lets just listen to the music. It was calming since i like abandoned areas. It was relaxing and calming. It was nice, I was completely still in one place and there was no one there, so it gave a feel that I was there",32,2,3,AbandonedBuilding,LVLA,4,1
"It felt like a movie, but i was excited for what was going to happen. I felt like something cool is happening. I was very interested in listening to them, and what was going on. I tried to become the person in the video from the camera perspective but i was not able to. Since this was a comedy, i was enjoying most of the parts.",32,2,4,Kidnapped,LVHA,4,1
"I personally was not into it in the beginning because I know what real rollercoasters feel like. I have extreme motion sickness, so I was wondering if this will affect me a lot or something. And then it was affecting me, I was really getting dizzy, not anxious but dizzy. I was getting a headache and strain, but i know it usually happens with rollercoasters. I liked the views. I was trying to look at the people behind me rather than looking in front, but that was mostly to explore the surroundings, and when it started i started looking in front. But it was not very close to the real experience, since I know i am sitting in this chair in the lab. I am familiar with VR ehadsests so I was aware that this is in VR.",32,2,5,MegaCoaster,HVHA,3,1
"First i was just  just seeing the sea, I did not pay attention to the sun, then i realised oh the sun is rising so i started looking at it. I looked around, someone was sitting as well. I realised nothing else is happening and the focus is sunrise so I came back to it. I was anticipating something will happen but nothing did. I was relaxed but also trying to look around and anticipate some interaction. The audio was realistic so it was nice. ",32,2,6,MalaekahanaSunrise,HVLA,3,1
"I loved this, I love puppies in real life so I enjoyed this video a lot. I felt the lower camera angle was much better because I could see the puppies up close and it was a new perspective. The audio matched my excitement. I could notice some lines in teh video due to the camera but it was okay",32,2,7,PuppiesHost,HVHA,5,1
"This was nice because I could see down as well, since all the videos till now did not have that perspective where I can look down too. It was calming and I liked the perspective. I was getting interested and I enjoyed it",32,2,8,GreatOceanRoad,HVLA,3,1
"I think it is a different experience when you hear about such things versus wwhen you see them. Some scenes really affected me, some made me angry some made me sad, i had mixed negative emotions. It was immersive, the story was clear as well. Camera angles were pretty nice, all the scenes were arranged nicely together. There were scenes wehre i felt fearful as well. The audio was one of the best out of all the videos. It felt like i was watching this as a third person, like an immersive museum, it felt like a camera in history.",33,3,1,Warknownonation,LVHA,4,5
"This felt a bit fake, especially the voices. It felt jittery, not a nice experience. The camera angles were fine, so I felt like I was there. But since I have had an accident in teh past, this madee me recall some of that and it made me uncomfortable.",33,3,2,Redwoods,HVLA,2,5
"I was very confused as to what is happening, because in some audios and scenes i was not able to relate. They started talking about topics like entrepreneurs and that did not connect well with what was going on. I have been to the slums before, so i think a lot of the scenarios, especially thee kids pointing to the camera, the seemed very real and I could feel those a lot. It created a very real experience, it made me connect more. Seeing this actually did not make me feel sad or empathetic because i have seen areas like these but the emotions amongst the children made me feel happy",33,3,3,HappyLand,LVLA,3,2
"The camera cut in the middle was very disturbing and distracting. The only point of the video was to show the front and the stitch was right there. It was always visible, and it became very unreal because of that. I could not feel much because of it. The whole experience was still good, but it felt fake and it could have had a greater impact. ",33,3,4,Speedflying,HVHA,4,3
"A lot of areas here were very calming but with very sharp cuts in the middle. If the video was a single experience and did not have any cuts in between it would have felt so much better. It did not feel that immersive, it felt like a  lot of videos were just put together. The narration made it feel like an advertisement rather than an experience. ",33,3,5,InstantCaribbean,HVLA,4,3
"Even this had a lot of cuts, but it felt immersive despite them. I felt like the audio added a lot to this, i felt connected to the prisoner itself, it brought a feeling that does not happen with normal videos. I really hope that the prisoner could be free. I related to the prisoner more  becuase of movies and shows, becuase of that i could feel the captivity that he would have felt. I felt like i was in his place. I also felt anxious at points, wanting to get free in the video. The way the video was shot it made me look at it from a first person's POV. ",33,3,6,Jailbreak,LVHA,3,4
"This video felt a bit rushed. Before I could attach myself to a video it very quickly changed the subject. Some parts of it really affected me though. It felt like someone actually destroyed my home. I could see them fighting to get their home back, so that felt very good. I liked the narration in the ukraine one better, so i could relate to it more than Sudan. ",33,3,7,TheDisplaced,LVLA,2,5
"This felt very real. one feeling i had while watching this video was that this is something i have to live and work for. so i feel that way it really did make me happy and excited, and gave me very positive inspiration.",33,3,8,CanyonSwing,HVHA,5,5
"I was able to understand the context. This felt a bit funny because they did not feel professional at all. They were talking too much and they kidnapped the wrong person as well, so it felt funny. I felt like I was the one being kidnapped. I felt a sense of amusement as well. Later in one scene the setting was a bit too dark so I could not see the man coming and all, but it was okay. ",34,4,1,Kidnapped,LVHA,5,3
"I felt calm, pleasant and beautiful. It was a beautiful scenery, but it felt more like a sunset than a sunrise. it was blissful. I could see the wind blow and the sky was blue. I was expecting it to be amusing and give me some excitement, or something would  be going on, because of the previous video that i watched. Once i realised tha tmnothing else will happen, i started enjoying it. It felt more artificial than a real beach though, since real breaches usually have people, some garbage as well, and i could see the wind but not feel it. that made me realise i am in VR. ",34,4,2,MalaekahanaSunrise,HVLA,5,1
"I have seen a few zombie movies, so this video was similar to those. I also started realising the order of videos that were presented to me, one exciting then  calm then  exciting again. some parts were a bit too low lit so I could  not see much, but that did not incite panic or uneasiness in me. I was not able to relate to the situation much so i was just enjoying the content. Usually such situations are very blood filled and have a lot of violence and panic. This did not match that standard so it felt less dramatised. ",34,4,3,ZombieApocalypse,LVHA,4,2
"Puppies are cute, but there wasn't much emotion in this one. I was entertained. I like dogs as long as they do not bite. I have a lot of dogs in my locality that keep barking on people, and when i was a child the dogs used to run after me when i went cycling. They once bit the tires of my bike so I am somewhat neutral towards dogs. But if there is a cute puppy coming towards me and it licks me I'll be fine, I'll pet it and maybe feed it as well. The camera angle made it more fun due to the new perspective it brought. But the audio was bad since the song was distracting and loud, i could not hear the natural sounds of that environment. ",34,4,4,PuppiesHost,HVHA,5,1
"This felt like an advertisement for a show. I haven't been to a beach but i have seen a lot of videos. The video was shot while parasailing and I have done that, so it felt real. it felt more real than the beach that was showed. The sailing angle added to the experience. It made me excited to see parasailing, but just for a few seconds. The animated transition was a bit abrupt.",34,4,5,GreatOceanRoad,HVLA,5,1
"I felt confused and a fit uneasy since there was nobody, the sky was grey, the buildings surrounded me and it felt unnatural and unsafe. The environment felt like a dystopian world where people have been enslaved and the speaker was the speach which was being delivered by the government. It was not a pleasant experience. Given the pattern that I had in my mind about the order of the videos, this video should have been an exciting one but it broke the pattern which left me confused a bit. The speech made me more uncomfortable.",34,4,6,AbandonedBuilding,LVLA,3,1
"This was uneasy and unpleasant. I felt empathy towards the people, it felt back because nothing good happened in that situation and a lot of things were destroyed, a lot of people would have died, and the impact was more since it is a neighbouring country of ours. I haven't experienced natural disasters in my life, but seeing it as a third person i was familiar with the emotions. My sister used to live in an area which used to get flooded and she sent actual videos of the disaster, so i could relate a bit. When there were people around me, i felt like i was one of them.The narration was subtle and gave me time to think about the video. ",34,4,7,NepalEarthquake,LVLA,2,1
"I have never been on one, I am scared of roller coasters, so I enjoyed this video, and midway I felt a little uneasy, in a pleasant way because of the motion, the velocity, and I enjoyed the experience, it was fun, it was fun and excited.",34,4,8,MegaCoaster,HVHA,5,2
"I saw three children were displaced and they were actually having a hard life so i just thought actually the they are living this life due to us. For example, if we wanted to we could stop the Russia-Ukraine war, we could have done something from our side but we did not do anything. Even if we did anything, it was euqal to nothing, so somewhere we are also responsible for such dire situations of these children. I feel that we should help them, take them out of this situation, give them a proper education and health care etc. The text was readable in the video. There was a Sudan section as well, but the Russia-Ukraine section felt more relatable due to the recent events. I was wondering how did this child land in such a destructive situation. It felt like a documentary, I did not feel like i was actually there. ",35,1,1,TheDisplaced,LVLA,3,3
"The narrator was trying to show how the slums were exploited and don't get enough resources, and how there is a hotel just 5 kms from here. There is a huge difference in the standard of living. It made me want to help them, i felt sorry for them and empathetic. I did not think much before watching, but felt these emotions while watching the video. The narration helped me quite a bit. I felt like I was standing there, because a kid was staring at the camera and it felt like  he's looking at me. The video could have been better quality. ",35,1,2,HappyLand,LVLA,3,3
"This video felt good if i was the prisoner, but bad if i was the policeman. I saw it from the prisoner's perspective, so i felt like finally i'm free. The camera was also from his perspective. I felt like I would feel what the prisoner is feeling. I have seem a lot of such movies as well, so it felt relatable. ",35,1,3,Jailbreak,LVHA,4,4
"War is not a good place to be in, and the soldiers were being seperated from their families, that did not feel nice. The family knew that their family member was going in a hell like situation. He could be shot, he might not come back. I saw a movie recently so it felt more impactful to watch this video. The tank scene felt quite real. the transition was also very good. The audio and quality could have been better, but it did not hinder my experience. ",35,1,4,Warknownonation,LVHA,2,4
